u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
2,3749,0,1,0,text caps text caps caps text caps caps text caps text caps,"\OH MIERDA. Simplemente me desperté en una cama en un barco en los muelles. DORMÍ CON 25 AÑOS. ¡ALARGAR! DAME UN CHISME L8R. XXX\"""""
2,3750,1,1,0,text caps caps caps text,¡Llame al TELÉFONO GRATUITO 0800 542 0578 ahora!
2,3758,0,1,0,caps text caps caps caps caps caps caps caps caps text caps caps text caps text caps caps text,"¡¡ESA ES UNA CHICA ALRITE, SABES QUE GAIL ESTÁ EQUIVOCADA!! CUÍDATE DULCE Y NO TE PREOCUPES. C U L8TR HUN! AMO Yaxxx"
2,3760,1,1,0,text contact text,"¡Se le premia con una cámara digital SiPix! llamar al 09061221061 desde teléfono fijo. Entrega en 28 días. Caja T Cs177. M221BP. Garantía de 2 años. 150 ppm. dieciséis . p på3,99€"
2,3764,1,1,0,text caps text contact text caps text,"Hackear chat. Obtenga acceso por la puerta trasera a 121 salas de chat por una fracción del costo. Responda a NEO69 o llame al 09050280520 para suscribirse a las 25 p. m. DPS, caja Bcm 8027 Ldn, wc1n3xx"
2,3767,1,1,0,text caps text contact text,"Doble minutos y txts 4 6 meses Bluetooth GRATIS en Orange. Disponible en teléfonos Sony, Nokia Motorola. Llame a MobileUpd8 al 08000839402 o call2optout/N9DX"
2,3775,1,1,0,text caps text caps text caps text contact,Tone Club: Tus subs ya han expirado 2 re-sub respuesta MONOC 4 monos o POLYC 4 polis 1 semanal a 150p por semana Txt STOP 2 stop Este mensaje gratis Transmitir 0871212025016
2,3776,1,1,0,text caps caps text contact caps,Intentamos comunicarnos con usted. ¿Cuál es su respuesta a nuestra oferta de un teléfono con video? ¿750 minutos de redes en cualquier momento? ¿TEXTO ILIMITADO? ¿Videocámara? Responde o llama al 08000930705 AHORA
2,3778,1,1,0,text contact text caps contact text,"Esta es la segunda vez que intentamos comunicarnos con usted. Has ganado el premio de £ 1450 para reclamarlo, simplemente llama al 09053750005 b4 310303. Términos y condiciones/Stop SMS 08718725756. 140 ppm"
2,3780,1,1,0,text contact text,¡Amas de casa aburridas! ¡Chatea y ten citas ahora! 0871750.77.11! ¡Tarifa BT nacional 10p/min solo desde teléfonos fijos!
2,3800,1,1,0,text contact,"Tienes un admirador secreto que está buscando, ponte en contacto con él, descubre quién es, revela quién piensa que eres tan especial, llama al 09058094594."
2,3808,1,1,0,text money text caps text contact,Estás suscrito al mejor servicio de contenido móvil del Reino Unido por £3 cada 10 días hasta que envíes STOP al 82324. Línea de ayuda 08706091795
2,3815,1,1,0,text contact text caps text contact text,<Reenviado desde 21870000>Hola: esta es la alerta SMS de mensajería de buzón. Tienes 40 coincidencias. Vuelva a llamar al 09056242159 para recuperar sus mensajes y coincidencias cc100p/min
2,3847,1,1,0,caps text caps contact text caps text contact,"¡VAS A 2 BA0AS! Llame a FREEFONE 08081560665 y hable con un operador en vivo para reclamar cualquiera de los cruceros por las Ba0as por £ 2000 EN EFECTIVO solo para mayores de 18 años. Para optar por no participar, envíe un mensaje de texto X al 07786200117"
2,3850,1,1,0,text contact text contact,"44 7732584351, ¿Quieres que te entreguen mañana un nuevo teléfono Nokia 3510i en color? Con 300 minutos gratis a cualquier móvil + 100 mensajes de texto gratis + Videocámara Gratis responde o llama al 08000930705."
2,3855,1,1,0,caps text caps caps text caps text caps text contact,BONIFICACIÓN ESPECIAL HMV Se ganarán 500 libras de vales HMV genuinos. Simplemente responda 4 preguntas sencillas. ¡Reproducir ahora! Enviar HMV al 86688 Más información:www.100percent-real.com
2,3856,0,1,0,text caps text caps text caps,TE VOY A EXTRAÑAR MUCHO
2,3869,1,1,0,text caps text contact,¿Tenías tu móvil 11 meses o más? ¡U R tiene derecho a actualizar a los últimos móviles en color con cámara gratis! Llame GRATIS a The Mobile Update Co al 08002986030
2,3876,0,1,0,caps caps text caps text caps text caps text caps text caps caps caps caps caps caps caps text caps text caps,HOLA DARLIN ¿CÓMO TE ESTUVO EL TRABAJO? ¿TE METISTE EN PROBLEMAS? ¡Acabo de hablar con tu mamá toda la mañana! ME LO PASÉ MUY BIEN ANOCHE. SALDRÉ PRONTO PERO LLÁMAME SI PUEDES
2,3881,1,1,0,caps text caps text caps text,¡GRATIS durante la primera semana! No1 Nokia tone 4 tu mafia todas las semanas solo envía un mensaje de texto con NOKIA al 87077 Envía mensajes de texto y cuéntaselo a tus compañeros. zed POBox 36504 W45WQ norma 150p/tono 16+
2,3892,0,1,0,text caps text caps text caps text,"¡¡¡Habla contigo mismo al menos una vez al día...!!! De lo contrario, extrañarás a tu mejor AMIGO en este MUNDO...!!! -Shakespeare- SHESIL &lt;#&gt;"
2,3893,1,1,0,text caps text caps text caps text caps text,"¿Estás aburrido de las citas rápidas? Pruebe SPEEDCHAT, envíe SPEEDCHAT por mensaje de texto al 80155, si no le gustan, envíe por mensaje de texto SWAP y obtenga una nueva conversación. Chat80155 POBox36504W45WQ 150p/msg registro 16"
2,3914,1,1,0,text contact text,"Esta es la segunda vez que intentamos contactarte. Has ganado el premio de 750 libras. 2 reclamar es fácil, llama al 08718726970 ¡YA! Sólo 10 peniques por minuto. BT-tarifa-nacional"
2,3922,0,1,0,caps text caps caps caps text caps text caps text caps caps text caps caps text caps caps caps caps caps caps text caps text caps caps,COSA R BUENO GRACIAS HICIÉ EXÁMENES EN MARZO ¿NO HE HECHO REVISIÓN? ¿FRAN TODAVÍA ESTÁ CON BOYF? ¡TENGO QUE ENTREVISTAR A 4 EXETER UN POCO PREOCUPADO!
2,3924,0,1,0,caps caps caps text caps caps text caps text caps text caps caps caps text,"\HEY DAS COOL... ¡SÉ TODOS LOS 2 BIEN, UN PELIGRO DE CRISIS FINANCIERA ESTUDIANTIL!SPK 2 U L8R.\"""""
2,3925,1,1,0,text contact text,2 peniques por minuto para llamar a Alemania 08448350055 desde su línea BT. Sólo 2 peniques por minuto. Visite PlanetTalkInstant.com para obtener información y términos y condiciones. Envía un mensaje de texto para cancelar tu suscripción
2,3935,1,1,0,text money text caps text caps text money text,"Puede donar £2,50 al fondo de apoyo a desastres por tsunamis asiáticos de UNICEF enviando un mensaje de texto con la palabra DONAR al 864233. Se agregarán £2,50 a su próxima factura."
2,3936,0,1,0,text caps text caps caps caps caps caps text caps text caps text caps text caps text caps,"\NO HAY CRÉDITO PARA LLAMAR. ¿DEBO SALIR DE UNI A LAS 6 +TOMAR UN AUTOBÚS A TU CASA?\"""""
2,3943,1,1,0,text caps text contact text,Freemsg: ¡1 mes de llamadas gratis ilimitadas! Activar SmartCall Txt: LLAMADA al No: 68866. Subscriptn3gbp/wk llamadas ilimitadas Ayuda: 08448714184 Stop?txt stop solo fijo
2,3952,1,1,0,text money text contact text,Eres un ganador. Has sido seleccionado especialmente. 2. Recibe £1000 en efectivo o unas vacaciones 4* (vuelos incluidos). Habla con un operador en vivo. 2. Reclama 0871277810710p/min (18).
2,3976,1,1,0,caps text caps caps text caps text caps text contact,BONIFICACIÓN ESPECIAL HMV Se ganarán 500 libras de vales HMV genuinos. Simplemente responda 4 preguntas sencillas. ¡Reproducir ahora! Enviar HMV al 86688 Más información:www.100percent-real.com
2,3978,1,1,0,caps text caps text contact text,¡PRIVADO! Su estado de cuenta de 2003 muestra 800 puntos SIM no canjeados. Llamar 08715203652 Código Identificador: 42810 Vence el 29/10/0
2,3988,1,1,0,caps caps text caps text caps text contact,MENSAJE GRATIS Activa tus 500 Mensajes de Texto GRATIS respondiendo este mensaje con la palabra GRATIS Para términos y condiciones visita www.07781482378.com
2,3993,1,1,0,text money text,¡¡¡dinero!!! ¡eres un afortunado ganador! 2 reclama tu premio envía dinero por mensaje de texto 2 88600 ¡más de £1 millón para regalar! ppt150x3+cuadro de velocidad de texto normal403 w1t1jy
2,3996,1,1,0,caps caps caps text contact text caps text,"HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional"
2,3999,1,1,0,text caps text contact,"Felicitaciones, recibió £ 500 en vales de regalo en CD y entrada gratuita a 2 nuestro sorteo semanal de £ 100, envíe un mensaje de texto con MÚSICA a 87066 TnC www.Ldew.com1win150ppmx3age16"
2,4002,1,1,0,text caps caps text caps text money contact text contact text caps,"500 móviles nuevos de 2004, ¡DEBEN IRSE! Envía un mensaje de texto: NOKIA al número: 89545 y ¡recoge el tuyo hoy! Desde SÓLO £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
2,4009,1,1,0,text contact text caps text caps text,"¡Urgente! llama al 09066350750 desde tu teléfono fijo. Sus vacaciones en Ibiza 4* de cortesía o 10,000 en efectivo esperan su cobro Términos y condiciones de SAE PO BOX 434 SK3 8WP 150 ppm 18+"
2,4014,1,1,0,text contact text caps text caps caps text,Natalja (25/F) te invita a ser su amiga. Responde SÍ-440 o NO-440 Verla: www.SMS.ac/u/nat27081980 ¿PARAR? Enviar STOP FRND al 62468
2,4017,1,1,0,caps text caps text contact text caps text contact caps text,"SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= 3qxj9 cancelar la suscripción con STOP, sin cargo adicional. ayuda 08702840625.COMUK. 220-CM2 9AE"
2,4026,1,1,0,text contact text caps text caps text caps text,Hace tiempo que no sé nada de U4. Llame a 4 línea privada de chat grosero 01223585334 para correrse. Wan 2C fotos mías follándome y luego envía un mensaje de texto con PIX al 8552. 2Finalizar envío STOP 8552 SAM xxx
2,4031,1,1,0,text caps text contact text,FreeMsg: Me siento un poco. Sólo espero que te guste. ¡Hazme compañía! ¿Tienes una cámara? ¿Quieres ver mi foto? Envía un mensaje de texto o responde FECHA al 82242 Msg150p 2rcv Hlp 08712317606 pasa al 82242
2,4032,1,1,0,contact text contact,449050000301 ¡Has ganado un premio de £ 2000! Para reclamar llamar al 09050000301.
2,4042,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2004 para 07742676969 muestra 786 puntos de bonificación no canjeados. Para reclamar llamar al 08719180248 Código Identificador: 45239 Caduca
2,4045,0,1,0,text caps text caps caps text,"Dios tomó una flor y la mojó en ROCÍO, la tocó con amor, la cual se convirtió en ti, y me la regaló y dijo: ESTE AMIGO ES 4U."
2,4047,1,1,0,text caps text caps caps caps text,Tienes un importante anuncio de atención al cliente de PREMIER. ¡Llame al TELÉFONO GRATUITO 0800 542 0578 ahora!
2,4055,1,1,0,text caps contact text caps text money text,¡Volver 2 trabajar 2morro mitad del semestre terminado! ¿Puedes U C conmigo 2nite 4 algo de pasión sexy B4 tengo 2 volver? Chatear AHORA 09099726481 Luv DENA Llamadas £1/minMobsmoreLKPOBOX177HP51FL
2,4066,1,1,0,text contact text contact,No seas flojo... ¡sé ágil y feliz! Solo servicio de chat gay con carga de fotos llamar al 08718730666 (10p/min). 2 detén nuestros mensajes de texto llama al 08712460324
2,4071,1,1,0,caps text contact text,LLAME al 08712402972 inmediatamente ya que hay un mensaje urgente esperándolo.
2,4075,1,1,0,text contact text contact,"\Para las escapadas de compras más divertidas a partir de 45 por persona; llame al 0121 2025050 o visite www.shortbreaks.org.uk\"""""
2,4076,1,1,0,text contact text contact text,"¡Oferta masculina de enero! El chat gay caliente ahora es más barato, llama al 08709222922. ¡Tarifa nacional desde 1,5 p/min barato hasta 7,8 p/min máximo! Para detener los mensajes de texto llame al 08712460324 (10p/min)"
2,4084,1,1,0,contact contact text,http://tms. www.widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C Tono de llamadaåÁ
2,4088,1,1,0,text money text contact text,"¡La oferta de hoy! ¡Reclama tus vales de descuento por valor de £150! ¡Envíe SÍ al 85023 ahora! SavaMob, ¡el miembro ofrece dispositivos móviles! T Cs 08717898035. £ 3,00 Sub. dieciséis . Respuesta del sudes X"
2,4096,1,1,0,text caps text caps text caps text caps text caps text caps text caps text caps money text caps text,Cuestionario de televisión de EASTENDERS. ¿Con qué FLOR se compara DOT? D= VIOLETA E= TULIPÁN F= LIRIO texto D E o F al 84025 AHORA 4 posibilidades 2 GANAR £100 en efectivo WKENT/150P16+
2,4109,1,1,0,text contact,¡Préstamos para cualquier propósito incluso si tiene mal crédito! Bienvenidos inquilinos. Llame a NoWorriesLoans.com al 08717111821
2,4114,1,1,0,text money text caps text,"Ronda de subasta 4. La oferta más alta es ahora de 54 libras esterlinas. La siguiente oferta máxima es £71. Para ofertar, envíe OFERTAS e. gramo. 10 (para ofertar £ 10) al 83383. Buena suerte."
2,4124,1,1,0,text caps text caps caps caps caps caps text caps text caps text,"Dorothy@kiefer.com (Bank of Granite emite Strong-Buy) SELECCIÓN EXPLOSIVA PARA NUESTROS MIEMBROS *****ARRIBA MÁS DEL 300% ************* Símbolo Nasdaq CDGT Eso es $ 5,00 por .."
2,4135,1,1,0,text caps caps text caps text caps text,"¿Tenías tu móvil hace 10 meses? Actualice a los últimos teléfonos con cámara/vídeo GRATIS. MANTENGA SU MISMO NÚMERO, obtenga minutos/textos adicionales gratis. Envía SÍ para una llamada"
2,4148,1,1,0,text caps text contact text caps,"Para revisar y CONSERVAR la fantástica consola de juegos Nokia N-Gage con el Club Nokia, visite www.cnupdates.com/newsletter. darse de baja de alertas responder con la palabra OUT"
2,4151,1,1,0,caps text contact text,LLAME al 08712402578 inmediatamente ya que hay un mensaje urgente esperándolo.
2,4156,1,1,0,text contact text,Espero que hayas disfrutado tu nuevo contenido. Envía un mensaje de texto al 61610 para cancelar la suscripción. ayuda: 08712400602450p Proporcionado por tonos2you.co.uk
2,4177,1,1,0,text contact text,"Intentamos comunicarnos con usted para responder a nuestra oferta de 750 minutos, 150 mensajes de texto y una nueva videollamada al 08002988890 ahora o responder para entrega gratuita mañana."
2,4186,1,1,0,text contact text,5p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Txt Tone organización benéfica al 8007 para Nokia o Poly organización benéfica para polis: zed 08701417012 beneficio 2 organización benéfica.
2,4206,1,1,0,text contact text,¡Alguien se ha puesto en contacto con nuestro servicio de citas y ha introducido tu teléfono porque le gustas! Para saber quién es llama desde un teléfono fijo 09111032124. PoBox12n146tf150p
2,4209,0,1,0,text caps text caps text caps caps caps text,DÍLE TAMBIÉN QUE LE DIJE FELIZ CUMPLEAÑOS
2,4216,1,1,0,caps text caps text caps text caps text caps text money text,"GRATIS>Tono de llamada! Responde REAL o POLY, por ejemplo, REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1er tono GRATIS y 6 más cuando te unes por £3/semana"
2,4239,1,1,0,text contact,Tienes 1 nuevo correo de voz. Por favor llame al 08719181503
2,4268,0,1,0,text caps text caps text caps caps text,¡Gracias 4 2 días! Eres un buen compañero. ¡Creo que eres un rito! ¡ASUSUAL! 1 ¡ME ANIMASTE! TE AMO FRANYxxxxx
2,4270,1,1,0,text caps text caps text caps text,"Envía mensajes de texto y conoce a alguien sexy hoy. Puedes encontrar una cita o incluso coquetear, depende de ti. Únete a 4 solo 10p. RESPONDER con NOMBRE Y EDAD, por ejemplo, Sam 25. 18 -msg recd@thirtyeight pence"
2,4275,1,1,0,text caps caps caps text,"Fantasy Football está de vuelta en tu televisor. Vaya a Sky Gamestar en Sky Active y juegue al Dream Team de £ 250 mil. La puntuación comienza el sábado, ¡así que regístrese ahora! SKY OPT OUT al 88088"
2,4281,1,1,0,text caps text contact text caps contact text money text,"Felicitaciones, puedes reclamar 2 entradas VIP fila A 2 C Blu en concierto en noviembre o regalo de Blu garantizado Llama al 09061104276 para reclamar TS&C www.smsco.net costo £3.75 máx."
2,4330,1,1,0,text caps text contact text,¿Tenías tu móvil hace 11 meses? Actualice GRATIS a los últimos móviles con cámara en color de Orange y llamadas ilimitadas los fines de semana. Llame a Mobile Upd8 en Freefone 08000839402 o 2StopTx
2,4336,1,1,0,text caps text caps caps text caps text caps text caps text money text,"¡3 TEXTOS DE TAROT GRATIS! ¡Descubre tu vida amorosa ahora! ¡PRUÉBA 3 GRATIS! ¡Envía CHANCE al 85555 16 únicamente! Después de 3 mensajes gratis, £1,50 cada uno"
2,4337,1,1,0,text caps text caps text caps,"Para tener la oportunidad de GANAR un auricular Bluetooth GRATIS, simplemente responda con \ADP\"""""
2,4346,0,1,0,text caps text caps caps caps text caps caps caps caps caps text caps text caps caps caps caps caps caps caps text caps caps text,"OH SÍ, Y QUE LO PASES MUY BIEN EN NEWQUAY. ¡ENVÍAME UNA POSTAL! 1 CUIDO A TODAS LAS CHICAS MIENTRAS ESTOY FUERA (¡SABES DE QUÉ ESTOY HABLANDO!) xx"
2,4347,1,1,0,text caps text caps text contact,"Estás suscrito a 2 TEXTCOMP 250 comp semanal. Sigue la pregunta gratuita de la primera semana, las semanas siguientes cargadas@150p/msg.2 cancelar suscripción txt STOP 2 84128,custcare 08712405020"
2,4359,1,1,0,text contact text,Cámara: ¡recibes una cámara digital SiPix! llamar al 09061221066 desde teléfono fijo. Entrega en 28 días.
2,4362,1,1,0,text caps caps text caps text money text caps text contact,¡Recoge tu fin de semana de SAN VALENTÍN a PARÍS con vuelo y hotel incluidos + premio de £200 garantizado! Texto: PARIS al n°: 69101. www.rtf.sphosting.com
2,4363,1,1,0,text contact text contact contact,Bloomberg -Centro de mensajes +447797706009 ¿Por qué esperar? Solicite su futuro http://careers. www.bloomberg.com
2,4366,1,1,0,text caps text contact text caps text,"okmail: Estimado Dave, ¡este es su último aviso para recoger su premio 4* Tenerife Holiday o #5000 CASH! Llamar al 09061743806 desde teléfono fijo. TC SAE Box326 CW25WX 150ppm"
2,4372,1,1,0,text caps text contact text caps text,"Estimado Dave, ¡este es su último aviso para recoger su premio 4* Tenerife Holiday o #5000 CASH! Llamar al 09061743806 desde teléfono fijo. TC SAE Box326 CW25WX 150ppm"
2,4374,1,1,0,text contact text caps text money text caps text,¡Urgente! Por favor llame al 09061743811 desde teléfono fijo. Sus vacaciones ABTA en Tenerife 4* de cortesía o £5000 en efectivo en espera de cobro SAE T&Cs Box 326 CW25WX 150ppm
2,4382,1,1,0,text contact,"Gracias por su pedido de tono de llamada, número de referencia K718. Se cargará a tu móvil 4,50 £. Si su tono no llega, llame a atención al cliente al 09065069120"
2,4385,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £2000 GARANTIZADO. Llamar al 09066358361 desde teléfono fijo. Reclama Y87. Válido solo 12 horas
2,4391,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050001808 desde teléfono fijo. Reclama M95. Válido sólo 12 horas
2,4393,1,1,0,text caps text contact,Txt: LLAME al número: 86888 y reclame su recompensa de 3 horas de tiempo de conversación para usar desde su teléfono ahora. Suscribirse6GBP/mes inc 3 horas 16 parada?txtStop www.gamb.tv
2,4396,1,1,0,text caps text caps text caps text,"Hola. ¡2nights eres una noche de suerte! ¡Me han invitado a 2 XCHAT, el chat más salvaje del Reino Unido! ¡Envía CHAT al 86688 ahora! 150p/MsgrcvdHG/Suite342/2Tierras/Fila/W1J6HL LDN 18 años"
2,4402,1,1,0,text contact text money text caps text,"¡Urgente! llamar al 09066612661 desde teléfono fijo. Sus vacaciones complementarias en Tenerife de 4* o £10,000 en efectivo esperan su cobro. Términos y condiciones de SAE PO Box 3 WA14 2PX 150ppm 18+ Remitente: Oferta de vacaciones"
2,4404,1,1,0,text contact text,¿Quieres un nuevo teléfono de vídeo? 750 en cualquier momento ¿algún minuto de red? ¿Alquiler de línea a mitad de precio? ¿Videocámara? Responde o llama al 08000930705 para entrega mañana
2,4416,1,1,0,text caps caps text contact text,"Ha sido seleccionado para alojarse en 1 de los 250 mejores hoteles británicos, ¡PARA NADA! ¡Vacaciones por valor de £ 350! Para reclamar, llame a Londres 02072069400. Bx 526, SW73SS"
2,4418,1,1,0,text caps text contact,¡Solo diciembre! ¿Tuviste tu móvil hace más de 11 meses? ¡Tienes derecho a actualizar a la última versión móvil con cámara en color de forma gratuita! Llame GRATIS a The Mobile Update VCo al 08002986906
2,4419,0,1,0,text caps text caps text caps text caps text caps text caps text,"Los buenos AMIGOS se CUIDAN unos a otros... Los Amigos CERCANOS SE ENTIENDEN... y los VERDADEROS Amigos PERMANECEN para siempre más allá de las palabras, más allá del tiempo. Dios ni8"
2,4422,1,1,0,caps text caps text contact text,¡PRIVADO! Su estado de cuenta de 2003 muestra 800 puntos SIM no canjeados. Llamar 08719899230 Código Identificador: 41685 Vence el 11/07/04
2,4426,1,1,0,caps text contact text,LLAME al 08712402779 inmediatamente ya que hay un mensaje urgente esperándolo.
2,4442,1,1,0,text caps text contact text caps,"pdate_Now: doble minutos y 1000 txts en tarifas Orange. ¡Lo último de Motorola, SonyEricsson, Nokia y Bluetooth GRATIS! Llame a MobileUpd8 al 08000839402 o llame a2optout/!YHL"
2,4447,1,1,0,text caps contact caps text,"Alguien que conoces ha solicitado nuestro servicio de citas. ¡Contáctate! ¿No puedo adivinar quién? LLAME 09058097189 AHORA todo será revelado. Apartado postal 6, LS15HB 150p"
2,4454,1,1,0,text money text caps money contact text,"Moby Pub Quiz. Gana un premio de £100 en High Street si sabes quién será la nueva duquesa de Cornualles. Envíe un mensaje de texto con su nombre al 82277.unsub STOP å£1,50 008704050406 SP Arrow"
2,4455,1,1,0,text caps text contact text,Entrada gratuita a 2 competiciones semanales para tener la oportunidad de ganar un iPod. Envíe un mensaje de texto POD al 80182 para obtener la entrada (tasa de texto estándar). Se aplican términos y condiciones al 08452810073 para obtener más detalles 18+
5,9,1,1,0,caps text caps text caps text caps text contact text,"NOKIA o Motorola GRATIS con hasta 12 meses de alquiler lineal a 1/2 precio, 500 minutos x-net GRATIS y 100 txt/mes GRATIS B'tooth*. Llame a Mobileupd8 al 08001950382 o llame a 2optout/D3WV"
5,15,1,1,0,text contact text caps text caps text caps text,"¡Llame al 09094100151 para usar sus minutos! Las llamadas se emiten a 10 p/min (la mafia varía). Servicio proporcionado por AOM, solo 5 GBP al mes. AOM Box61,M60 1ER hasta que te detengas. ¡Solo mayores de 18 años!"
5,62,1,1,0,caps text caps caps text caps text caps text contact text money text,"TONO DE LLAMADA GRATIS envía un mensaje de texto PRIMERO al 87131 para obtener un poli o envía un mensaje de texto ¡LLEGA al 87131 para obtener un tono verdadero! ¿Ayuda? 0845 2814032 16 después del primero gratis, los tonos son 3xå£150pw para finalizar la parada de texto"
5,66,1,1,0,text caps text caps text contact text caps text,Chat duro LIVE 121 a solo 60p/min. Elige a tu chica y conéctate EN VIVO. Llama ahora al 09094646899! El servicio en vivo más grande de Cheap Chat UK. VU BCM1896WC1N3XX
5,88,1,1,0,contact caps text caps text caps text contact text,+449071512431 ¡URGENTE! ¡Este es el segundo intento de contactar a U! U ha GANADO £ 1250 LLAME AL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. costo de llamada 150ppm móvilesvariar. máximo £ 7. 50
5,93,1,1,0,text money text money text contact text caps text,"¡Has ganado 1.000€ en efectivo o un premio de 2.000€! Para reclamar llamar al 09050000327. Términos y condiciones: RSTM, SW7 3SS. 150 ppm"
5,115,1,1,0,text contact text caps text caps text caps text caps text caps text,"Hola, 07734396839 Oferta de fidelización del cliente de IBH: ¡El NUEVO móvil NOKIA6600 desde SÓLO £ 10 en TXTAUCTION! Envíe un mensaje de texto: COMIENCE al número: 81151 y obtenga el suyo ahora."
5,128,0,1,0,text caps text caps caps text caps caps caps text caps caps caps text caps text caps caps text,¿CÓMO ESTÁS? ¡TE HE EXTRAÑADO! ¡NO HE ESTADO MUCHO ABURRIDO DE LAS VACACIONES! ¡QUIERO IR A BAK 2 UNIVERSIDAD! TRISTE ¿NO? xx
5,157,1,1,0,text caps text money text caps text money text,UR otorgó un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto a STORE al 88039.SkilGme.TsCs087147403231Winawk!Edad16+å£1.50porWKsub
5,166,1,1,0,text caps text contact text caps caps text contact,"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llame al 09065174042. Para cancelar su suscripción, responda REVEAL STOP. 1.50 por mensaje registrado. Atención al cliente 07821230901"
5,174,1,1,0,text money text money text contact text,Usted es un ganador y ha sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Hable con un operador en vivo para reclamar llame al 087147123779 am-7 pm. Cuesta 10p
5,175,0,1,0,text caps caps caps caps text caps caps caps text caps caps text caps text caps caps,MI NOCHEVIEJA ESTUVO BIEN. FUI A UNA FIESTA CON MI NOVIO. QUIEN ES ESTE SI ENTONCES HEY
5,196,1,1,0,text caps text caps caps text caps text contact contact text,fanáticos de los deportes: obtenga las últimas noticias deportivas str* 2 ur mobile 1 semana GRATIS MÁS un TONO GRATIS Envíe un mensaje de texto con SPORT ON al 8007 www.getzed.co.uk 0870141701216+ norma 4txt/120p
5,214,1,1,0,caps text caps text money text contact text,"¡URGENTE! Su número de móvil **************** ¡GANÓ un premio de bonificación de £2000 para llamadas el 06/10/03! ¡Este es el segundo intento de comunicarnos con usted! ¡Llame al 09066368753 lo antes posible! Caja 97N7QP, 150 ppm"
5,229,1,1,0,text caps contact caps text caps text,"¡Alguien tímido ha solicitado nuestro servicio de citas! LLAME 09058091870 AHORA todo será revelado. POBox84, M26 3UZ 150p"
5,235,0,1,0,caps caps caps caps caps text caps caps caps caps caps caps caps text caps caps caps caps text,"\ AHORA POR LLAMADA BABE. SOZI NO PUEDE HABLAR PERO QUIERO CONTARTE LOS DETALLES MÁS TARDE WENWECAN CHAT CORRECTAMENTE X \ """""
5,257,0,1,0,caps text caps caps caps caps caps caps caps,MIRA EL PUTO TIEMPO. QUE MIERDA CREES QUE PASA
5,261,1,1,0,caps text money text contact text,"¡¡GANADOR!! Como valioso cliente de la red, ha sido seleccionado para recibir un premio de £900. Para reclamar llame al 09061701461. Código de reclamo KL341. Válido sólo 12 horas."
5,315,1,1,0,caps caps caps text contact text caps text,"HOT LIVE FANTASIES llame ahora al 08707500020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional"
5,317,1,1,0,caps text money text contact caps text,"¡URGENTE! Su número de móvil recibió un premio adicional de £2000 para llamadas el 9 de mayo de 2003. ¡Éste es nuestro último intento de contactarlo! Llamada desde Fijo 09064019788 BOX42WR29C, 150PPM"
5,319,1,1,0,text contact text contact,Anuncio de atención al cliente. Recientemente intentamos realizarle una entrega pero no pudimos hacerlo. Llame al 07099833605 para reprogramar. Ref:9280114
5,322,0,1,0,text caps caps caps caps text caps caps caps caps caps caps caps text caps caps caps text caps caps text caps text caps caps,"OH RITO. BUENO ESTOY CON MI MEJOR COMPAÑERO PETE, CON QUIEN SALÍ 4 A LA SEMANA+ AHORA ERA 2GEVA OTRA VEZ. HA PASADO MÁS DE UNA SEMANA."
5,343,1,1,0,text caps caps text caps caps text contact text,8007 25p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Envíe un mensaje de texto con TONE CHARITY al 8007 para nokias o POLY CHARITY para polis :zed 08701417012 beneficio 2 caridad
5,345,1,1,0,text contact text money text caps text,¡Urgente! Por favor llame al 09061213237 desde un teléfono fijo. å£5000 en efectivo o unas vacaciones de 4* esperan su recogida. Términos y condiciones SAE PO Box 177 M227XY. 16+
5,360,1,1,0,caps caps caps text contact text caps text,"HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional"
